Subject,Trail,Condition,Exemplar,Total Distance,Max Abs Dev,Avg Abs Dev,AUC
17,17,Typical,Hund,1516.6972765570933,533.087758926579,95.11215500388774,325062.4999999998
17,18,Typical,Spatz,1079.853974521457,98.77894205726855,4.417981892183911,49051.10977524241
17,19,Typical,Hai,1274.4001229892278,349.43797379525085,41.391878023625765,231906.00000000006
18,1,Typical,Hund,1387.5893599835883,117.44228935220185,24.545278391928168,101568.50000000001
18,2,Typical,Lachs,1428.6052018918767,387.57498087330924,97.24994361660688,246386.00000000006
18,3,Atypical,Aal,2691.2918431289477,836.0950188905433,306.3954337795958,120766.27049274372
18,4,Typical,Klapperschlange,3206.64126430012,951.0363533806501,411.2276473590078,-26782.532227039246
18,5,Typical,Alligator,1403.1369346725169,149.16672781018815,23.028330723272674,60370.67307231814
18,6,Typical,Spatz,1654.8890101481543,497.96853418035516,99.651296504802,410539.4999999999
18,7,Typical,Falke,1383.3969474409757,85.99515743582026,11.467668163136963,57097.617857511475
18,8,Typical,Chamaeleon,1132.3649483070603,144.59016348818983,13.433670780533717,103016.99999999985
18,10,Typical,Pferd,2294.1222679624148,997.540832722996,173.0541903216261,609432
18,11,Atypical,Seeloewe,1187.8565013198493,40.07251076390074,8.79941481509587,21151.674344116316
18,12,Typical,Loewe,1096.8062050777846,78.29254231976805,10.733416374337057,51059.793991812585
18,13,Typical,Kaninchen,1322.6794773503473,62.834733309078786,8.244559728728785,45128.93011970889
18,14,Atypical,Pinguin,991.0298381785256,44.66774381534495,9.301610717172741,27170.826249838527
18,15,Typical,Katze,1098.3637014756553,55.63556214856206,8.746794077637668,30835.13159973291
18,16,Typical,Goldfisch,1066.7828149163615,122.63192439289281,21.21273958702046,80985.5
18,17,Atypical,Fledermaus,2306.6781648919364,997.8913217379529,548.4091282139416,540163.9999999998
18,18,Atypical,Wal,1184.1964047399317,95.97507350129871,15.362782376080737,75795.74654905239
18,19,Atypical,Schmetterling,1028.4841873318355,66.339591636551,19.855288658952567,35727.58491175746
19,1,Typical,Lachs,1034.726916588689,15.783149123749027,2.715520128290201,8029.8306963695795
19,2,Typical,Klapperschlange,2663.422153218159,927.8621513198443,227.96238976919813,331041.4999999998
19,3,Atypical,Fledermaus,1185.2384862318297,36.96283110684351,3.9227081885750343,20119.337887151596
19,4,Atypical,Seeloewe,1102.8688281228794,121.81364593750402,20.18452393287169,58782.18078621857
19,5,Atypical,Pinguin,1055.5120829556715,65.5394708399059,16.093064879483034,37124.700075550565
19,6,Typical,Pferd,1063.1851667863775,77.63798902518889,11.343409820149619,47090.34889271983
19,8,Typical,Kaninchen,1078.3530239865336,31.22458581551234,5.39258639235432,22088.07377869077
19,9,Atypical,Aal,1007.4512012692646,76.41307451981126,15.618272786759663,46792.318035286175
19,10,Typical,Goldfisch,1198.9056814343421,93.542949867392565,19.461830888970653,42186.270382207425
19,11,Typical,Katze,1107.6411397491845,87.74657117917269,17.896156784084592,57913.50000000009
19,12,Typical,Chamaeleon,1221.367259785598,53.33577438822314,8.585171862977887,40219.71657680867
19,13,Typical,Alligator,1039.8448880453977,18.4378528440929,3.6288579647155053,10364.579243683234
19,14,Atypical,Schmetterling,1107.0773051826013,20.535662099031583,4.181757862800904,9651.760910306788
19,15,Typical,Loewe,1093.6686176979097,14.85771299272443,1.820215146517878,7313.224265514275
19,16,Atypical,Wal,3066.991558728011,838.9900809153767,259.5333797193909,257472.3722954742
19,17,Typical,Hund,1051.0078964957418,51.61996278144119,11.452635161702567,24745.74392649161
19,18,Typical,Spatz,1276.9561228670145,55.89509212534574,7.945219079097892,42568.50000000005
19,19,Typical,Falke,1101.3407821340895,93.36700513039494,20.285170137436445,45189.25331506388
20,1,Typical,Katze,1376.1779328165835,186.17479354154716,41.90552944916044,118529.00147168527
20,2,Typical,Hund,1135.6246764715002,121.36467866328013,27.63262156766778,52250.097273786836
20,3,Typical,Lachs,1746.146832061952,626.2566921913734,91.12860496678469,370371.9851023457
20,4,Typical,Chamaeleon,1225.9397027315872,87.05768170577602,11.959505066642954,54776.190910165584
20,5,Typical,Pferd,1134.6308165990365,52.96716004495045,5.47175065599374,31296.956588835175
20,6,Atypical,Pinguin,1015.8623740281686,54.67634021252371,8.783420722158532,31968.49999999999
20,7,Atypical,Schmetterling,1649.5940406562822,620.9348608113892,143.1862233482576,354423.99999999977
20,8,Atypical,Fledermaus,1154.384359518003,104.95373422941037,24.002984452737437,64728.999999999956
20,9,Atypical,Aal,1013.8060588592253,41.845875154020064,6.403886026067097,15012.889835005717
20,10,Typical,Hai,2258.768107326668,991.8411975769648,528.273103008578,541616.4999999999
20,11,Typical,Goldfisch,1187.450751268536,150.36346120492885,29.46199060316555,87087.9123515036
20,12,Typical,Kaninchen,1091.4814019316689,51.488675611805604,10.473627886103436,29636.499999999985
20,13,Atypical,Wal,1233.533169882383,53.35230827435453,7.521790917926719,42502.50000000016
20,14,Typical,Klapperschlange,1062.751590457165,60.78414294201286,5.124558100600544,27524.41410788393
20,15,Typical,Alligator,1068.2181276732179,48.29360130085064,8.223463016079053,27281.13548623864
20,16,Typical,Loewe,1275.1636570581543,94.335763587045,7.808153658024236,47446.73222046983
20,17,Typical,Spatz,1054.5032901662582,42.39628522832339,10.60453113114734,22425.482961144047
20,18,Atypical,Seeloewe,3057.690846352409,921.5531938025522,205.70982835891672,179761.49999999974
20,19,Typical,Falke,1117.830897267164,44.93697767646822,2.702894807841306,17408.36639905688
21,1,Typical,Goldfisch,1053.0017497650574,58.877780939805916,14.251702587152943,24254.820225536547
21,2,Typical,Chamaeleon,1148.815782580338,48.728567284734595,5.493882972095041,28350.97421808135
21,3,Typical,Hai,2346.8350458829855,1007.5575707118087,215.43968819723167,498129.4999999999
21,4,Atypical,Seeloewe,1033.85464168674,23.731395623596796,2.0686375134505854,15933.418815300842
21,5,Typical,Katze,1341.3402317655118,381.8996201540623,39.68590761245223,181920.5
21,6,Atypical,Fledermaus,1070.4061851956828,129.95250463142878,21.356765260767528,48330.98262837472
21,7,Typical,Hund,1370.9011202596644,37.69331265756989,7.750661914743776,24540.97416245531
21,8,Atypical,Aal,2407.4570737013846,991.8427078377847,307.58984318248383,502549.5
21,9,Typical,Spatz,2520.06422378627,1091.540181607491,366.84736026341716,503236.0000000001
21,10,Typical,Alligator,1255.573234844447,59.15872734448297,6.639965821885353,51116
21,11,Atypical,Wal,2080.5269121389974,843.4134103990253,263.53665587755125,421851.5
21,12,Typical,Lachs,1113.302891738426,45.665094177526896,7.5004870931702365,22860.451848955454
21,13,Typical,Loewe,2691.986135564756,1171.2003291352848,150.34777105657446,510484.4999999998
21,14,Typical,Falke,3225.407713420933,901.78442878276,187.78806978512048,24100.5871203475
21,15,Typical,Kaninchen,1273.1239470291716,96.979790570597,20.446970014155557,82685.00000000007
21,16,Atypical,Schmetterling,2365.780069802868,1009.5967624169564,286.3689976629187,521601.97316853923
21,18,Atypical,Pinguin,4836.812234110321,977.5074310139037,261.42255906558626,568123.3773967644
21,19,Typical,Pferd,1199.348317087486,73.68106948192326,11.997792399789722,53939.00000000002
22,1,Typical,Pferd,1225.8554397995197,92.27287204430161,12.376432348696557,43838.919345079456
22,2,Typical,Alligator,1146.9272957930514,167.87920694093168,24.438390571686007,91208.82874865674
22,3,Typical,Hund,1013.200093001441,54.50910681201768,5.520342090395622,28012.42977548815
22,5,Atypical,Aal,1154.1155224699216,138.49197006756685,18.94386083644617,94588.55313243436
22,6,Atypical,Pinguin,1163.8713499112046,106.40345562694571,20.87133944071779,71304.54535050009
22,7,Typical,Chamaeleon,1356.6062838729144,87.99770411886539,15.906367159922189,56185.81897502231
22,8,Typical,Klapperschlange,950.7709099666575,76.74882257191518,6.999917951091783,39098.64811077462
22,9,Atypical,Schmetterling,1089.2781947092556,57.12275818265192,24.337471316537187,29126.46982445957
22,10,Typical,Hai,1046.9513919988094,48.14588695778366,10.757751947601175,25562.22586344189
22,11,Typical,Loewe,2254.8313775455795,942.7942319409342,221.52814824253215,430978.93907151226
22,12,Typical,Falke,1224.0994268547693,166.50321002162835,42.2298349120622,77982.01160382986
22,13,Atypical,Seeloewe,2106.1649882907077,745.399602640461,94.71236245722322,295718.7571836092
22,15,Typical,Spatz,1658.833329726601,360.03174486586414,74.97576143874775,212661.78289383263
22,16,Typical,Goldfisch,1203.4706532824007,94.38812969213058,42.628312018342214,52080.110726207284
22,17,Typical,Kaninchen,1097.1617025651515,81.66805931894038,19.781605448767117,53625.49999999998
22,18,Typical,Lachs,1070.1183736233897,24.478206612362953,6.979798167352947,13141.005223365273
22,19,Typical,Katze,1238.3393957286046,145.14301809562164,27.997135140163937,91027.16084500146
23,1,Atypical,Wal,1831.8538062454516,611.0919644006608,229.00505001078727,292183.1346477637
23,2,Typical,Lachs,993.5873661859894,82.88773759480551,18.08227852842148,46268.32961922922
23,3,Typical,Loewe,1769.8424013465008,680.3623973401982,144.25403099664496,401080.32558031636
23,4,Atypical,Schmetterling,1179.0689535386355,253.78091709737245,25.00682990063229,165209.63238572673
23,5,Atypical,Aal,1129.3366158053354,99.58636084792695,13.555895500554977,57115.95875650268
23,6,Typical,Goldfisch,2060.1761056706027,666.4620868992258,107.19532973917211,492405.8050434585
23,7,Atypical,Fledermaus,2036.2537174876873,785.7356161978947,239.26663263113699,467228.50000000006
23,8,Typical,Klapperschlange,1100.7208833209877,80.2431931844783,22.391640909291304,48249.99708954097
23,9,Typical,Kaninchen,1089.688991827841,150.92178334533997,25.080746271837004,63849.449076609046
23,10,Typical,Katze,1587.8963795278094,533.8047515798198,76.83973913640318,373780.9856504069
23,11,Typical,Alligator,1133.5660874283785,97.9835211922506,19.36584837429255,56223.40807279273
23,12,Typical,Chamaeleon,1034.7740297948296,173.59441277841142,26.322052561402796,103339.37297054096
23,13,Typical,Hai,1096.0335729107912,160.71066724673318,62.60265590826729,94765.11442840639
23,14,Typical,Hund,1174.8905141186415,40.51008967775755,3.5898426568700743,16202.081571371911
23,15,Typical,Pferd,1244.7814503097595,245.59738236717186,56.57290978686848,187170.57590694568
23,16,Atypical,Pinguin,1005.024254957062,124.89465019235254,28.71600259198437,67704.975046747
23,17,Atypical,Seeloewe,1311.7529384010197,340.09335888322613,57.93604216448536,145884.55642324802
23,18,Typical,Spatz,1549.8705077614209,538.82761540782,78.4552097303456,247148.50672065353
23,19,Typical,Falke,2164.39040830551,756.9907324742187,137.8801845914394,500468.64423313737
24,1,Typical,Kaninchen,1062.1016441379309,35.216460754374,11.690393722743448,21162.951679219565
24,2,Atypical,Aal,1042.679207005647,35.970856175389144,11.35887175685484,23152.76994460921
24,3,Typical,Hai,1222.7927920925017,142.21693962874377,25.156226769692157,106285.21759833276
24,4,Typical,Klapperschlange,1067.380387374135,81.93975994432104,15.905070418344437,64832.122034551474
24,5,Typical,Chamaeleon,1117.569683752343,70.79934979459256,11.073833577274018,42744.00000000007
24,6,Atypical,Schmetterling,1091.5484833970863,65.92604603910458,20.3549382507414,31268.999999999873
24,7,Atypical,Fledermaus,1085.0529896769624,17.888264680328632,4.568797410335597,9729.046141204712
24,8,Typical,Falke,1157.1297612635587,37.58111788720183,9.390108920243625,20162.1497680884
24,9,Atypical,Seeloewe,2352.427085090498,793.2465787579794,212.60346799766947,300554
24,10,Typical,Alligator,1183.003617431386,101.86667686123445,24.714272768030582,43168.078437271775
24,11,Typical,Spatz,1147.4227978063625,51.47153810062417,7.626917610151786,25177.154176883654
24,12,Typical,Loewe,1045.32759652544,40.3874692094454,7.0717622169886685,18382.57441366664
24,13,Typical,Hund,1136.3849634693731,118.81795928631055,24.98262331956599,80521.99999999984
24,14,Typical,Lachs,1244.486949886366,144.46203447611794,53.33929564751618,104055.95081245694
24,15,Atypical,Pinguin,4172.124986612858,295.1732442587389,64.0565441446458,204054.7320466499
24,16,Atypical,Wal,1638.839734119183,501.4869524776292,275.48523503759503,243283.24211676433
24,17,Typical,Goldfisch,2294.186495585443,977.4858958473035,141.7145501950986,549793.0000000001
24,18,Typical,Katze,1083.4966395363688,52.54261535401206,8.576194694316987,33252.81560613096
24,19,Typical,Pferd,1102.8686403514878,103.22354195947406,25.203113197680867,59703.002500614806
25,1,Atypical,Wal,2380.8611877736535,908.9106861119731,326.1438305686664,504069.79739441717
25,2,Typical,Hund,1513.5547759826386,240.04232504604974,57.535138275541755,133976.41435828197
25,4,Typical,Lachs,1207.7089685604544,82.6143051539957,15.002938650534626,49318.7051476069
25,5,Typical,Kaninchen,1275.7776902054504,188.0557398111836,84.04553516139553,132109.99999999983
25,6,Typical,Klapperschlange,1316.35029888893,36.219332311500864,9.989009736731935,24977.335451272316
25,7,Typical,Falke,1253.4191636712214,121.32825447334574,19.788183538976423,58968.710155112996
25,8,Atypical,Pinguin,3120.325511437266,1228.9305245723594,302.13969292129974,498414.3299359344
25,9,Typical,Alligator,2395.4726506620477,844.9297146814017,138.56477609047556,399649.79117992066
25,10,Atypical,Schmetterling,1089.0949868894818,54.68638880273182,16.912956624605194,28846.19943759776
25,11,Atypical,Aal,1295.443786275154,48.232914152173066,5.60326350806788,21179.71311748588
25,12,Typical,Spatz,1298.028083422897,217.4112967798862,48.615158170291124,115777.65518979037
25,13,Typical,Chamaeleon,2171.4993532997146,509.56299206913883,77.9382132011442,422608.6805875444
25,14,Typical,Goldfisch,1145.5254883302773,46.417664993798724,7.487689409940083,26556.785998654002
25,16,Typical,Loewe,1468.76669983959,196.76109884911608,38.75592580156025,123116.46900080326
25,17,Typical,Pferd,1695.2552683981587,498.20913711084006,105.7178393479717,282032.49205951113
25,18,Typical,Katze,1231.2571981495685,112.03565371839727,22.556926836780118,88196.34842001837
25,19,Typical,Hai,986.7898169997152,18.789841972481895,3.8912406757033056,9149.255159474675
26,1,Typical,Kaninchen,1271.2519349175745,50.7942676098874,7.403484334824173,37620.03079927536
26,2,Atypical,Aal,1433.0172775658177,381.17290342389947,75.75831180159823,284091.70170074527
26,3,Typical,Loewe,2386.1185816978723,954.306645063346,281.5646269082327,592711.9702598588
26,5,Typical,Hai,1427.1961043586111,265.14397936076216,54.79125815558177,123133.25975673243
26,6,Typical,Pferd,1068.9256167785957,108.9082719458504,26.058871256249454,51537.73176099055
26,7,Atypical,Schmetterling,1435.2585757217096,408.48051246734025,77.52494125123694,241486.62296726677
26,8,Atypical,Seeloewe,2401.383522727168,1011.2699282338474,369.1729887497519,521507.50000000006
26,9,Atypical,Pinguin,2313.6429232681407,958.4661752849897,310.69220059884964,434557
26,10,Typical,Hund,2699.0455891906086,1143.9078934866063,325.249169672118,600138.1496188113
26,11,Typical,Spatz,2721.860084616977,1215.0420177770936,345.13167647552325,730052.0985167753
26,12,Typical,Katze,1144.946951734249,28.33620877786825,7.667126135691357,17842.028249566745
26,13,Typical,Chamaeleon,1144.6891915002263,71.32071665290286,21.935697882896473,41141.785573727604
26,14,Typical,Goldfisch,1211.6904489961787,67.78496895056031,10.554759756596885,35654.62450741256
26,15,Typical,Lachs,2427.108746848634,834.0298914217881,173.794643608612,208186.5
26,16,Typical,Falke,1140.4892700394378,85.95948591058915,12.82120094033132,37042.91919335233
26,17,Atypical,Wal,1288.6626988454198,144.90591678804913,34.49390118347818,68793.25151452707
26,18,Atypical,Fledermaus,1164.0721135940457,30.150801640714064,7.6686839377304885,19765.91117519026
26,19,Typical,Alligator,1399.8267611769638,72.53741072579112,14.583299910600696,63109.17273137237
27,1,Typical,Hai,2336.9453561664245,991.1387331100575,291.8213509170634,534176
27,2,Atypical,Pinguin,1824.204533292972,640.1843327299521,116.09257368915392,340709.11639347044
27,3,Typical,Chamaeleon,1143.4786571562397,34.50723223998318,7.202387559542258,22500.512083348116
27,4,Typical,Spatz,1056.5887563175493,27.45275424714538,5.096878647929914,13900.550378581356
27,5,Typical,Kaninchen,1041.5449519749886,39.37670426855783,7.011064900921689,24297.354908656576
27,6,Typical,Alligator,1048.7907753059383,15.525559590707303,2.569413576824467,7345.736739268293
27,7,Typical,Goldfisch,1033.7386538890094,8.513894023521313,2.342735390585131,4511.538146095189
27,8,Typical,Falke,1129.5374536906643,31.76329491256797,4.557769632176722,22333.625732558707
27,11,Atypical,Schmetterling,3395.9509887449617,1009.6529998143641,178.2377499358061,27924.719340321502
27,12,Atypical,Wal,2317.588548872251,978.2508378158439,427.45941082432785,571611.6622200195
27,13,Typical,Katze,1081.6768269152344,75.5521791767012,20.196314941322402,50264.50000000012
27,15,Typical,Pferd,2354.4890066461057,992.209658540951,299.4384129743879,608731
27,16,Typical,Lachs,1162.3857331469687,31.419656010275133,4.518987742631482,17459.7520133238
27,17,Typical,Hund,2455.138219385373,1051.4100989398255,253.63160295214112,568608.5569321474
27,18,Typical,Loewe,2001.2332439379325,760.7739594771513,155.58459502343962,462134.26244018186
27,19,Atypical,Aal,1114.0774620185339,35.2215175476025,2.737870020851344,17136.818623580602
28,1,Atypical,Schmetterling,2577.6514422561477,1026.944385205575,153.32067567312203,565181.9950328135
28,2,Typical,Hund,1091.0906374717692,87.23701631657627,13.5005209884224,28423.916174142727
28,3,Typical,Loewe,1124.6674053054778,43.980099539358264,4.620645088803222,27458.999999999978
28,5,Typical,Goldfisch,1042.4708937590833,58.05520234889016,5.234969691425309,28182.395230908478
28,7,Typical,Kaninchen,1080.55050185307,71.01021444348896,9.335016128988535,32505.957195114446
28,8,Atypical,Seeloewe,2252.7882839837503,665.2378303755249,184.75333328190513,240019.7746555716
28,9,Atypical,Aal,1171.0434922692396,33.0595108919606,3.6366273190483716,15078.705740267356
28,10,Typical,Hai,1195.2559436883967,97.9887436862753,11.375336491604145,58373.933750785814
28,12,Typical,Pferd,1631.8732061579483,540.805108869489,82.06927994174322,319674.53600134386
28,13,Typical,Falke,1070.1340682939888,39.81008542048036,3.8713427288769595,19885.78407633288
28,14,Typical,Alligator,3528.0194228813302,996.3503854491936,141.2306709766466,71793.12193436238
28,15,Typical,Katze,1230.1383991506177,67.71026284565511,5.011341123500117,34426.49101573257
28,17,Atypical,Pinguin,1136.8691678596022,69.58889846442582,8.696112791304817,37800.76979229624
28,18,Typical,Lachs,1177.6126198744016,84.85149843142659,5.964362785950275,55235.648558773624
28,19,Typical,Chamaeleon,1070.334783900329,83.75301481415974,6.405329170376359,64360.99413729687
29,2,Typical,Chamaeleon,1258.9083838081165,259.7040786113302,54.50151559566928,182714.57325464804
29,3,Typical,Alligator,1127.312515068155,93.66424156955401,17.24321047865386,25427.76724072185
29,4,Atypical,Pinguin,997.8333327690002,159.502205051631,38.255412348186745,79721.26573612083
29,5,Typical,Falke,1020.5316834521811,50.48031987737431,7.330189570374357,29353.023670531806
29,6,Typical,Hund,1021.5502236040775,88.27065288909432,26.665856195021608,46354.99999999996
29,7,Typical,Pferd,1288.144271169525,380.9202488855235,89.43347787840784,213161.00000000003
29,8,Typical,Lachs,1198.261534323975,69.54590442460517,9.761510815614262,38110.29343673966
29,9,Typical,Loewe,1060.3348320342163,97.00088801885444,18.957208429970148,48537.399464678776
29,10,Typical,Hai,2673.3158035178953,740.3209971934886,102.62973553273756,23361.332247645092
29,11,Typical,Katze,1022.643015065255,48.6847704601622,8.27244982160978,21707.965022352022
29,13,Atypical,Schmetterling,2440.286498057666,850.6756561894549,214.89350198659432,244528.59636414246
29,14,Atypical,Seeloewe,1063.9332771424793,36.272022487841696,8.506229952037767,26492.89307256041
29,15,Typical,Kaninchen,971.2418537969171,34.608749819986656,5.665625521988418,14851.453153903125
29,16,Typical,Goldfisch,1132.2582818943465,170.90602099991534,35.85165479356082,81380.59558671892
29,18,Typical,Spatz,1032.5783592913965,71.34511518966377,20.79462911824192,43497.40107580477
29,19,Atypical,Aal,1160.9012345155375,277.3862598593919,75.10471401074695,100875.49999999984
30,2,Atypical,Schmetterling,1084.5482753028516,76.95108541720896,13.774029976163868,32383.890408656203
30,3,Typical,Spatz,1555.3805909423875,373.07889698968324,95.89602311586412,229888.05493983685
30,4,Typical,Pferd,1162.9986391465718,126.46373072819381,25.446507552525635,82047.99999999996
30,5,Typical,Alligator,1233.761368093405,63.41021312414682,12.562737531639495,51928.413718379496
30,7,Typical,Goldfisch,1030.0030148438148,56.360794609620314,12.075735714496762,27948.541958456295
30,8,Atypical,Fledermaus,2189.677484625153,895.3395781400302,423.5027539339239,462529.00000000006
30,9,Typical,Hund,1024.7204268971684,31.604739567844206,5.479970470103414,21142.310219296476
30,10,Typical,Falke,1004.8752991320133,43.19423359635556,8.840854735167241,20654.49999999999
30,11,Atypical,Wal,2309.907375268841,959.602434226977,392.70582335895597,340431.00000000006
30,12,Typical,Kaninchen,1260.4438292701475,191.77704717730677,40.04964059163285,110959.49999999987
30,13,Typical,Lachs,1094.9836100845193,42.30961519164396,11.500064334183689,19021.497683713333
30,14,Atypical,Pinguin,2045.1459570136728,854.9459207131331,221.3562531419564,450947.85647610866
30,15,Typical,Loewe,1993.613214311163,797.8327432789713,129.5240603572894,504927.5
30,16,Atypical,Seeloewe,2111.0312634304987,910.9955215032355,412.3822132045975,449394.00000000006
30,17,Atypical,Aal,1901.244273089431,728.0253761247942,145.11805470296045,418356.93623916764
30,18,Typical,Katze,1056.492198169842,58.74533851187877,10.622102513015095,31329.689088412048
30,19,Typical,Hai,1385.9139558309678,144.46091866247247,32.102059994752395,22180.00406224866
31,1,Typical,Klapperschlange,1052.4474493902387,108.566442728987,13.970059571961196,69632.0000000002
31,2,Atypical,Fledermaus,997.6016151319099,22.31849285305134,2.8705471674933576,6340.305246489123
31,3,Atypical,Schmetterling,970.9086664186519,40.03481921025008,5.891151258164826,15263.071118383363
31,4,Atypical,Aal,1576.324054417564,196.29141534708123,42.73391716712005,188628.1025394243
31,5,Typical,Falke,1130.1724350719883,57.55706302348988,25.92194985602686,34543.552011898246
31,6,Typical,Katze,1049.834561342875,60.867411763722444,6.478634678757322,31445.58901243918
31,7,Typical,Pferd,1041.528491449001,59.001030531291036,12.751080568601838,30160.77705774333
31,8,Atypical,Pinguin,1072.458294055494,79.01837058667694,44.261698602583756,45586.44161849702
31,9,Typical,Loewe,978.3231805034761,58.41847409497913,14.64022486432806,25559.999999999964
31,10,Atypical,Seeloewe,1071.8225992336675,145.65099045608773,32.21227961739528,104233.99999999991
31,11,Typical,Kaninchen,1700.1522647888467,296.46837499202593,33.86480355152927,269423.8201623159
31,12,Typical,Chamaeleon,1027.1342469640747,64.45511340332592,17.454008792916518,40057.38640674387
31,13,Typical,Spatz,1152.1973855234487,58.18659426833028,8.523249591738509,27742.79195522662
31,14,Typical,Goldfisch,1417.247280388849,212.0608873362595,37.99354093206017,196530.88524854992
31,15,Atypical,Wal,973.729942545564,59.13633818619121,4.323260489608193,26638.717828782792
31,16,Typical,Alligator,1309.302971266562,72.33809607099386,5.624118559463544,50638.8603387575
31,17,Typical,Lachs,1018.8511960225736,53.68249987345149,3.8813431308503845,26516.91920861681
31,18,Typical,Hai,1091.0739249055584,25.554604826775318,5.4364963081267295,11981.280549368515
31,19,Typical,Hund,1072.0933192280584,91.3174580869935,15.00938742056955,62849.56530117362
32,1,Typical,Katze,1109.9960816083023,106.43050925784229,27.907173838191397,61373.49999999997
32,2,Typical,Lachs,1126.513131449393,55.71624041488428,7.162167337922982,31057.426524805305
32,3,Typical,Kaninchen,1063.7240454248483,32.84249314347932,3.0089298837837437,19779.334793411297
32,4,Typical,Hai,1178.7008271528368,59.108531404695555,8.272255876203737,32868.41282594963
32,5,Typical,Alligator,1062.3318046398106,53.95898376574132,7.5788580103911904,27423.89295739635
32,6,Atypical,Fledermaus,2824.422082196372,750.7253560378989,169.93160351697307,127751.99357876102
32,7,Typical,Goldfisch,1188.1904219630417,45.44876864788415,3.6861843139203776,24107.84093377157
32,8,Typical,Hund,1171.4495303918752,35.828155977561266,5.811362957840306,17455.644719094653
32,9,Atypical,Schmetterling,1193.6377832571404,39.240166721739826,5.821451454100894,31259.386778458982
32,10,Atypical,Pinguin,3077.016133305827,1001.9426816866023,456.2363868792856,247648.8917342162
32,11,Typical,Loewe,1920.8277094482578,770.0294613080542,142.26449059439452,432295.00000000006
32,12,Atypical,Seeloewe,1114.1208922411113,82.426872895368,25.05807931182441,32763.7095838318
32,13,Atypical,Wal,1048.544565268002,31.0513264574667,7.394037762948199,20674.2625016391
32,15,Atypical,Aal,1908.6192381187223,711.7374073076658,158.69602496879705,398011.64429950924
32,16,Typical,Chamaeleon,1412.0188339861008,72.61555860860358,27.40456968899279,21642.269432454865
32,17,Typical,Falke,1106.132392647375,10.612120730411448,1.7834224244436,4225.2236089621965
32,18,Typical,Pferd,1223.2055661617321,79.86950878855862,9.718586105194321,48653.92176966621
32,19,Typical,Spatz,1166.971868608342,78.83532114954807,15.415091872610288,42789.5
33,1,Typical,Goldfisch,1309.441546522901,321.0532503746838,66.65956920300722,207236
33,2,Typical,Loewe,989.6895974355953,69.35525273367361,12.947325079762994,33599.40423902148
33,3,Typical,Falke,1208.6131432441553,50.7113516307445,8.510571074117992,19511.500000000015
33,4,Atypical,Schmetterling,2373.8692981450235,1020.6936372692358,276.81700943502534,425017.9131468629
33,5,Typical,Alligator,2507.634528914198,1055.5990938863984,268.1322854618012,540075.572978094
33,6,Typical,Pferd,1115.30945446538,198.22290495115317,45.38967613436509,93471.5490720217
33,7,Typical,Chamaeleon,1242.425362690856,64.05883293519531,4.404098596269159,37594.3558565267
33,8,Typical,Lachs,1185.5949038718034,186.49916737271457,36.735300478795224,102584.42943031658
33,9,Atypical,Wal,2192.1537451814083,921.7271638028778,289.3251413240213,486242.1988255289
33,10,Typical,Kaninchen,2441.80236375911,1039.5596694220958,264.77376859039373,588109.5
33,11,Atypical,Fledermaus,1391.9323763688387,367.7704370554018,76.57136394801071,255219.49999999985
33,12,Typical,Klapperschlange,5449.481262465892,1130.425600154995,653.7963294709629,435383.54465266224
33,13,Typical,Katze,1176.145983368817,113.45435198606074,26.664163023604083,98588.35145723683
33,14,Typical,Hund,1208.7135985161847,22.649465473388545,4.894098223684832,10572.7240035889
33,15,Atypical,Seeloewe,3800.314168647697,1074.1558149179189,412.27810456094915,-104760.60388843402
33,16,Atypical,Pinguin,4919.444988829203,991.9475492077687,331.2931098250886,273284.80288751
33,17,Typical,Hai,1099.7319201377618,61.84036092912066,9.00432277097632,37622.499999999985
33,18,Typical,Spatz,2421.5225339295553,1014.7320167600328,198.7830761191637,627884.3985314077
33,19,Atypical,Aal,1075.6155100706246,51.516783679132345,7.8226606005821795,21315.292562645183
34,1,Typical,Katze,1267.483642963551,12.837701219057948,4.76497064744614,7042.96982309686
34,2,Atypical,Aal,1094.811012861438,86.42359216818073,21.42657700931438,48488.650559769456
34,3,Typical,Goldfisch,5369.055963840317,1255.159214865958,149.54675588616638,1007982.9550157065
34,4,Typical,Loewe,1077.134478742321,54.311356545070396,14.646287834363378,32080.000000000007
34,5,Typical,Klapperschlange,1056.7354132450946,114.80160176147314,25.878347121837546,39254.95506573342
34,6,Typical,Pferd,1203.0385639898918,72.58344536911898,19.19561772217779,47508.01185954898
34,7,Atypical,Pinguin,1079.910720423289,17.483667723102144,2.296894800606158,11592.255915945838
34,8,Typical,Chamaeleon,961.9569290328614,10.252391037381244,2.0209823262613975,3659.4031024821816
34,9,Typical,Lachs,1160.7655854281006,69.94824638241931,5.983817564517166,40328.20547081425
34,10,Atypical,Fledermaus,1282.530245289446,218.3113303468524,34.15883878302853,98105.59652098625
34,11,Typical,Hund,1400.0446139368028,86.83335098670966,10.000057895310285,56049.66064881326
34,12,Atypical,Seeloewe,1192.9444039371206,187.90861387284986,33.06904847235353,99589.34090436832
34,13,Atypical,Schmetterling,1142.5187826580302,79.31551123253593,19.03103936979548,45213.9668788476
34,14,Atypical,Wal,2845.5701909587606,796.8069567597723,205.7640358633065,346996.9999999999
34,15,Typical,Spatz,1034.6576161842809,110.98748984867589,11.351563287553148,69358.61759873458
